Year,Grader,Grade Type,Grade,Inventory #,Mint Location,DL Toning Degree,Brilliance Obverse,Brilliance Reverse,Toning Obverse,Toning Reverse,EdgeFreq Flat Obverse,EdgeFreq Flat Reverse,EdgeFreq Descriptive Obverse,EdgeFreq Descriptive Reverse,EdgeFreq RedOrange Obverse,EdgeFreq RedOrange Reverse,EdgeFreq Yellow Obverse,EdgeFreq Yellow Reverse,EdgeFreq Green Obverse,EdgeFreq Green Reverse,Unnamed: 21,Unnamed: 22
1878,NGC,MS,63,2248529,San Francisco,3,10.0,9.0,0.0,0.0,3682,2923,190622,209061,30111,38145,111761,74604,25572,80272,,
1897,PCGS,AU,58,2090234,New Orleans,1,10.0,10.0,0.0,0.0,4634,4886,226501,255613,39447,53369,131951,82194,38676,91023,,
1880,NGC,MS,64,2274215,San Francisco,3,9.0,4.0,1.75,3.25,1665,2597,180141,215445,23355,37919,117360,82876,26124,88304,,
1891,NGC,MS,61,2223454,San Francisco,2,10.0,10.0,0.0,0.35,5094,2528,172136,177376,31310,37670,116127,71403,22244,58785,,
1888,NGC,MS,65,2453899,New Orleans,1,10.0,10.0,0.0,0.0,874,2880,186620,233972,18918,42721,119291,84804,29471,85009,,
1904,PCGS,MS,66,2178872,New Orleans,2,10.0,10.0,0.0,0.0,990,2373,162478,221605,20540,38226,119948,85992,22778,81117,,
1881,PCGS,MS,64,2389817,San Francisco,2,9.0,10.0,1.75,0.0,2734,2458,168952,200885,25337,38691,114132,75950,22091,77787,,
1900,PCGS-CAC,MS,66,2166398,New Orleans,1,10.0,10.0,0.0,0.0,1606,2155,188098,226789,18119,35598,117149,87121,29105,81408,,
1881,NGC-CAC,MS,66,2273700,San Francisco,2,10.0,10.0,0.0,0.0,2169,1060,176359,200493,27639,38010,116018,73396,26272,71670,,
1878,PCGS,MS,62,2289610,Philadelphia,2,9.0,10.0,0.0,0.0,6900,1745,209085,220012,42129,37198,121086,79297,29808,85282,,
1883,PCGS-GSA,MS,63,2391894,Carson City,1,10.0,10.0,0.0,0.0,3692,2594,188758,205208,31459,34973,119707,80407,28200,78932,,
1878,PCGS,MS,63,2289116,San Francisco,2,10.0,10.0,0.0,0.0,1533,1144,183619,207621,23535,30542,111752,75679,25628,87081,,
1901,NGC,MS,63,2125833,New Orleans,1,10.0,10.0,0.0,0.0,3196,1690,178856,220361,21093,32089,119956,83608,28792,78341,,
1883,PCGS,MS,64,2025062,Carson City,1,10.0,10.0,1.75,0.0,1759,1423,195220,232179,25546,35528,117374,85361,32981,86774,,
1879,NGC,MS,63,2065833,Philadelphia,1,10.0,10.0,0.0,0.0,2418,1980,198611,251052,21851,36194,118877,88826,31569,91711,,
1921,ANACS,MS,63,2291898,Philadelphia,3,10.0,10.0,0.0,0.0,3921,2918,200449,222829,32269,39240,125966,83027,25505,81206,,
1887,PCGS,MS,65,2462997,Philadelphia,1,10.0,10.0,0.0,0.0,1136,1989,191136,227594,18766,35892,123640,83908,29051,86817,,
1885,PCGS,MS,62,2169406,Philadelphia,1,9.0,9.0,0.0,0.0,6724,2262,211507,209701,44520,33720,113077,72879,29749,79353,,
1898,NGC,MS,62,2291885,Philadelphia,3,10.0,10.0,0.0,0.0,3014,3025,194669,237703,31074,44497,125328,88418,25658,83095,,
1892,PCGS-CAC,MS,64,2257094,Philadelphia,1,10.0,10.0,0.0,0.0,3474,2969,185417,225640,25414,38210,122457,78867,28243,78171,,
1885,PCGS,MS,63,2029175,Philadelphia,2,9.0,10.0,3.7,0.0,1974,1557,191344,234731,26942,36556,121469,85301,32420,86573,,
1902,PCGS,MS,65,2287727,Philadelphia,1,9.0,9.0,0.0,0.0,2875,2735,187490,218718,27400,36374,116684,78728,26155,77707,,
1885,PCGS,MS,63,2297590,San Francisco,1,10.0,10.0,0.0,0.0,2549,1439,156845,185932,27898,32615,103012,68833,20425,70039,,
1878,PCGS,MS,62,2040090,Carson City,2,8.0,7.0,1.05,0.0,4891,2473,175515,176726,36624,35369,106135,62542,28626,77001,,
1891,NGC,MS,62,2449900,New Orleans,2,10.0,10.0,0.0,0.0,3330,2674,178904,209763,30498,35079,116602,84341,34068,88121,,
1902,PCGS,MS,64,2029074,New Orleans,3,5.0,10.0,3.6,0.35,15828,3981,240339,228483,70004,43539,124610,79762,48547,82785,,
1887,PCGS,MS,65,2129345,New Orleans,2,10.0,10.0,0.0,0.0,3235,3427,209459,255645,28420,42140,127044,87947,34333,93509,,
1884,PCGS,MS,63,1863754,Carson City,2,10.0,10.0,1.75,0.0,2758,1644,208041,238923,28122,34112,121496,88998,35321,83678,,
1878,NGC,MS,63,2287580,Philadelphia,3,10.0,9.0,1.35,0.65,4919,2381,192460,215398,33708,45324,122555,72760,29892,89548,,
1883,PCGS,MS,66,2163343,Carson City,2,10.0,10.0,0.0,0.0,2223,1487,172191,210092,21776,32285,109428,78325,22717,78260,,
1883,PCGS,MS,63,2462917,New Orleans,2,10.0,10.0,1.75,0.0,3053,2213,191949,205951,32436,34875,127934,83136,30418,87239,,
1886,PCGS,MS,63,2462922,Philadelphia,2,10.0,10.0,0.7,0.0,1324,2199,189557,231779,22437,37381,119686,85704,29660,81141,,
1879,NGC,MS,62,2090252,San Francisco,2,10.0,10.0,0.0,0.0,6295,3820,191220,228433,41734,50366,115829,82645,32118,85113,,
1890,PCGS-CAC,MS,62,2078670,Carson City,1,10.0,10.0,0.0,0.0,2669,1909,190064,242445,31022,39301,118323,86775,31229,88648,,
1884,NGC,AU,58,2394311,San Francisco,1,10.0,10.0,0.0,0.0,4856,4357,191251,241216,36119,45886,122728,88246,29974,87839,,
1878,PCGS,MS,65,2185362,Philadelphia,2,10.0,10.0,0.0,0.0,3881,1863,187958,221267,25304,31048,115444,76818,27199,86149,,
1898,PCGS,MS,67,2075152,New Orleans,2,10.0,10.0,0.0,0.0,2065,2250,190446,234807,21646,36384,123478,80890,33158,90616,,
1879,PCGS,AU,58,2097785,San Francisco,3,9.0,8.0,5.0,3.6,3747,4753,174487,225130,36748,48117,120822,87472,26530,90808,,
1896,PCGS,MS,64,2257098,Philadelphia,2,10.0,10.0,0.0,0.0,2638,1639,191033,212619,24736,34607,120152,72709,25821,79049,,
1883,NGC,MS,65,2288207,Carson City,1,10.0,9.0,0.0,0.0,1799,983,167783,180791,22322,29441,104923,62091,21255,65294,,
1879,PCGS,MS,64,2276602,Philadelphia,1,9.0,9.0,0.0,0.0,7295,4181,181317,193843,40598,36303,96828,59126,35028,78267,,
1878,PCGS,MS,65,2036077,San Francisco,1,10.0,10.0,1.4,0.0,2534,1679,205878,231278,31503,37292,116148,80715,30446,83475,,
1902,PCGS,MS,64,2287669,San Francisco,1,10.0,10.0,0.0,0.0,1345,1938,180719,206320,21891,30735,112090,72755,25157,76457,,
1878,PCGS,MS,63,2182934,Philadelphia,1,10.0,10.0,0.0,0.0,5378,1626,192397,229137,34113,35969,111220,80622,28078,85641,,
1879,NGC,MS,65,2298637,San Francisco,2,9.0,9.0,0.0,0.0,1066,2139,161150,200154,16947,34258,106468,76587,21632,76043,,
1887,NGC,MS,64,2289681,Philadelphia,1,10.0,10.0,0.0,0.0,6348,1916,211848,229411,41991,40203,125291,78102,30897,85915,,
1887,PCGS,MS,63,2184403,San Francisco,3,9.0,9.0,0.65,0.65,3576,2739,192273,239191,30106,40480,114084,84041,32292,79949,,
1902,PCGS,MS,65,2110797,New Orleans,1,10.0,10.0,0.0,0.0,3297,2514,191444,204016,22549,33068,116613,78298,25205,75734,,
1881,NGC,MS,64,2029129,San Francisco,3,10.0,10.0,3.05,1.65,6274,3767,209552,218188,48651,45065,125714,76855,29982,83385,,
1890,PCGS,MS,62,2231496,Carson City,3,9.0,9.0,1.3,1.3,5195,2329,219769,251328,44746,43445,125164,89706,39250,92501,,
1887,PCGS-CAC,MS,64,2171404,San Francisco,1,10.0,10.0,0.0,0.0,2932,1637,213546,247997,27809,37796,120895,83284,30023,83967,,
1890,NGC-CAC,MS,64,2252143,Philadelphia,1,10.0,10.0,0.0,0.0,4373,2596,185745,215343,27569,34872,120035,78817,23975,78211,,
1880,PCGS,MS,64,1855339,San Francisco,3,9.0,10.0,3.7,0.35,2811,1094,199147,225070,31782,35375,122469,85254,35318,84275,,
1885,PCGS,MS,65,2120304,New Orleans,3,7.25,8.0,2.4,1.0,2945,1436,139386,139738,26076,36368,104777,48073,21385,64009,,
1892,PCGS,MS,62,2169449,Philadelphia,1,10.0,10.0,0.0,0.0,4017,2972,195172,247534,30453,40639,122037,89117,26871,80468,,
1885,PCGS,MS,64,2291882,New Orleans,1,10.0,10.0,0.0,0.0,2887,3220,193162,227058,28371,38643,122314,87813,29870,79998,,
1882,PCGS,MS,64,2188870,Carson City,2,10.0,10.0,0.0,0.0,2128,1363,194493,231123,24164,32890,106340,80623,32445,92242,,
1885,NGC,MS,66,2087731,New Orleans,2,10.0,10.0,0.0,0.0,2597,1680,176862,239134,24695,36867,117888,88852,27104,83699,,
1884,PCGS,MS,64,2071178,New Orleans,1,8.0,6.75,1.75,0.0,4266,3558,163450,177311,33885,42243,100279,73411,35194,81158,,
1897,PCGS,AU,58,2177422,New Orleans,1,10.0,10.0,0.0,0.0,2216,3117,182737,223528,23802,37034,120575,89922,30153,81361,,
1904,PCGS,MS,63,2289580,Philadelphia,2,10.0,9.0,0.0,0.0,2794,3695,209720,246431,31496,45850,132596,84090,30186,91803,,
1878,PCGS,MS,65,2038595,Carson City,2,9.0,9.0,0.0,0.0,6276,1255,195700,200186,41311,32932,102632,71830,31919,77311,,
1895,PCGS,AU,55,2044590,New Orleans,2,10.0,10.0,0.35,0.7,7867,3196,216555,239151,41515,44090,127455,85183,36329,86796,,
1879,PCGS-CAC,MS,66,2296667,San Francisco,1,10.0,10.0,0.0,0.0,1800,1849,183400,219342,22114,40978,110511,77339,27157,76919,,
1887,PCGS,MS,65,2281311,Philadelphia,1,9.0,9.0,0.0,0.0,5834,1282,165686,158400,30938,27797,100990,54313,25940,66179,,
1883,NGC,MS,65,2075237,Philadelphia,1,10.0,10.0,1.75,0.0,2553,2326,191473,244172,25074,35411,117907,91007,31446,85813,,
1887,PCGS,MS,62,2249077,New Orleans,2,10.0,10.0,0.0,0.0,5488,2774,187231,211768,34567,36436,117639,77421,26540,80007,,
1882,PCGS-CAC,MS,64,2269084,Philadelphia,1,10.0,10.0,0.0,0.0,7042,2051,185794,193766,30632,28761,102051,60660,25960,71913,,
1886,PCGS,MS,65,2296232,Philadelphia,1,10.0,10.0,0.0,0.0,1591,3062,195786,223529,22611,38159,122556,76225,23875,81310,,
1883,NGC,MS,64,2125829,Philadelphia,2,10.0,10.0,0.0,0.0,2077,1306,189692,230398,22914,34750,116665,86290,29957,81382,,
1903,PCGS-CAC,MS,64,2257106,New Orleans,1,10.0,10.0,0.0,0.0,3234,1943,193863,204028,25857,32028,122544,70342,26150,77016,,
1878,PCGS,MS,64,2364307,San Francisco,1,10.0,10.0,0.0,0.0,1691,2836,182873,216251,24696,38745,119699,78787,26020,83318,,
1904,NGC,MS,64,2274246,New Orleans,3,8.0,9.0,1.3,0.0,2650,3130,180113,198845,27934,39151,126886,76285,23687,76642,,
1890,PCGS-CAC,MS,64,2218966,New Orleans,1,10.0,10.0,0.0,0.0,2540,1981,176567,212698,24975,35478,114235,81916,26036,76139,,
1886,PCGS-CAC,MS,67,2408847,Philadelphia,1,10.0,10.0,0.0,0.0,1343,1697,198701,226023,21656,36403,124756,73480,25387,80257,,
1902,NGC,MS,65,2152016,Philadelphia,1,10.0,10.0,0.0,0.0,2597,2335,205305,228142,26249,37652,127182,79440,32535,86408,,
1882,PCGS,MS,63,1886267,Carson City,1,9.0,9.0,1.75,0.0,2956,1127,196289,228881,29268,34537,109563,80386,26097,85672,,
1882,NGC,MS,64,2128824,Philadelphia,3,10.0,10.0,2.4,3.6,3592,3773,193074,217836,35539,42778,125290,86545,28989,78363,,
1882,PCGS,MS,63,2169377,New Orleans,3,9.0,10.0,1.3,1.0,5915,3287,227046,248939,50251,48732,135299,90687,38869,91781,,
1878,PCGS,MS,63,2248035,San Francisco,3,5.0,10.0,3.65,0.0,10784,1348,214231,229395,65912,40517,122326,74788,30159,86643,,
1889,PCGS,MS,65,1888312,New Orleans,3,10.0,10.0,1.65,1.65,6229,3793,179587,217275,37727,41600,122873,84813,23123,79919,,
1888,NGC,MS,65,2151989,Philadelphia,1,10.0,10.0,0.0,0.0,2617,2161,202109,221508,27704,37286,114315,75046,27618,77614,,
1878,NGC,MS,62,2298779,Philadelphia,2,10.0,10.0,0.35,0.0,2195,2103,175767,205394,27240,39535,114415,74169,22819,80313,,
1884,ANACS,MS,64,2000496,Carson City,2,10.0,10.0,1.75,2.95,2349,5081,177712,243373,24698,50004,112715,82958,26420,88331,,
1881,NGC,MS,64,2065731,San Francisco,3,9.0,9.0,5.0,3.95,5289,2328,204662,207357,44304,42127,126271,73921,36474,79221,,
1880,PCGS-CAC,MS,66,2234214,San Francisco,2,10.0,10.0,0.0,0.35,3877,1925,209899,246735,32703,33927,116749,83749,33361,86427,,
1897,PCGS,AU,55,2170858,New Orleans,3,10.0,10.0,1.0,2.0,8441,2824,247733,198956,58338,38101,135486,63526,40330,76499,,
1879,NGC,MS,65,2065719,San Francisco,2,10.0,10.0,2.4,0.0,2401,1786,198889,241663,29876,40161,114892,86358,35671,85411,,
1896,NGC,MS,63,2037082,San Francisco,1,10.0,10.0,0.0,0.0,3715,1766,194381,234183,32141,39003,119305,84915,31061,86854,,
1882,NGC,MS,62,2192907,Carson City,1,9.0,9.0,0.0,0.0,5536,2912,182704,179005,36264,31433,97271,64148,26771,68108,,
1904,NGC,AU,55,2172338,San Francisco,2,10.0,10.0,0.0,0.0,4504,3219,239452,243534,41488,39890,128234,87622,42246,90017,,
1883,NGC,MS,64,2248536,New Orleans,2,10.0,10.0,0.0,0.0,3464,4010,165640,199537,30527,37954,122073,80630,18838,70386,,
1896,PCGS,MS,64,2291095,Philadelphia,3,10.0,7.0,0.0,1.35,16872,7065,215759,247361,75477,66978,126908,62543,44480,59771,,
1885,PCGS,MS,65,2260552,Philadelphia,2,9.0,9.0,0.0,0.0,4248,2205,159180,190714,23998,29981,89749,64894,22891,64557,,
1878,PCGS-CAC,MS,64,1885863,Carson City,3,10.0,10.0,3.65,2.3,2278,1697,196754,200494,28718,36606,123888,67489,34055,80912,,
1886,NGC,MS,64,2274314,Philadelphia,3,10.0,9.0,1.0,0.0,5830,2851,184450,220993,27851,36887,119982,79828,25661,78314,,
1880,PCGS,MS,65,2234643,Carson City,2,10.0,10.0,0.0,0.0,2997,1769,141399,203475,24484,32884,97735,76169,21649,81783,,
1883,PCGS,MS,64,2257068,New Orleans,2,10.0,10.0,0.0,0.0,1734,9301,170238,172392,18315,59714,121330,48537,19158,45255,,
1878,NGC,MS,63,2192911,San Francisco,1,9.0,9.0,0.0,0.0,5245,1230,186011,187392,39613,33694,109607,69033,33592,72954,,
1880,PCGS-CAC,MS,67,2167339,San Francisco,1,10.0,10.0,0.0,0.0,2212,1354,177887,227623,22137,33943,113771,86027,23828,82391,,
1897,PCGS-CAC,MS,66,2284085,San Francisco,1,10.0,10.0,0.0,0.0,3227,1510,181397,201927,26291,33233,117454,74391,27339,72810,,
1896,NGC,AU,58,2252126,New Orleans,2,10.0,10.0,0.0,0.0,6053,3395,191254,229767,30407,35407,123115,88836,32504,83229,,
1885,PCGS,MS,67,2252650,Carson City,2,10.0,10.0,0.0,0.0,1681,1775,176866,206027,20723,30971,111152,79363,29571,80807,,
1921,PCGS,MS,64,2169380,Philadelphia,2,10.0,10.0,0.0,0.0,2239,2386,200849,244051,26367,39046,122907,87271,30656,79658,,
1890,PCGS,MS,64,2231560,Philadelphia,2,10.0,10.0,0.0,0.0,2622,3636,183595,233156,23683,39147,116041,84253,23665,78481,,
1883,NGC,MS,63,2085737,New Orleans,2,10.0,10.0,1.75,0.0,2822,1585,178018,223698,30824,35925,123963,88321,19381,81506,,
1897,PCGS,MS,63,2448898,New Orleans,1,10.0,10.0,0.0,0.0,3181,3900,203593,239531,27285,40788,129661,88791,32603,89670,,
1879,NGC,MS,65,2274264,San Francisco,2,9.0,10.0,0.0,0.0,3248,2761,149896,197263,20225,42122,108809,72929,19573,74914,,
1879,PCGS,MS,62,2160397,San Francisco,3,10.0,10.0,1.95,0.35,3842,2782,227490,230268,44510,46031,123767,81485,36639,83527,,
1896,NGC,MS,64,2289679,Philadelphia,3,7.0,9.0,3.6,0.65,8457,3072,233542,214222,57847,45595,136612,80006,41859,87973,,
1883,PCGS,MS,61,1886292,San Francisco,2,9.0,9.0,1.75,0.65,6452,1519,209319,230736,48409,36421,112056,74575,29161,85060,,
1878,NGC,MS,64,2125876,San Francisco,1,9.0,10.0,0.0,0.0,4048,1396,175451,194816,29915,32340,104578,69394,25168,72792,,
1880,PCGS,MS,65,2380934,San Francisco,1,10.0,10.0,0.0,0.0,2059,3082,178322,206692,23794,40334,116529,77932,22518,77119,,
1884,NGC,MS,65,2295099,Philadelphia,1,10.0,10.0,0.0,0.0,1070,1080,204767,230465,19933,37348,123867,81808,30499,87607,,
1887,PCGS,MS,65,2125968,New Orleans,2,10.0,10.0,0.0,0.0,2882,1621,192732,232337,27187,36173,128127,85525,31236,85179,,
1892,PCGS,AU,58,2009627,San Francisco,2,10.0,10.0,0.0,0.0,5162,3264,224435,232342,41909,47788,122420,77547,33946,79650,,
1879,PCGS,MS,67,2234163,San Francisco,1,9.0,9.0,0.0,0.0,2563,1024,184729,224152,28979,37715,106150,70063,30552,88143,,
1880,NGC,MS,65,2075250,San Francisco,3,9.0,8.0,5.0,3.95,7278,2774,177903,173667,41458,39530,98444,58672,34655,73975,,
1887,NGC,MS,65,2181413,Philadelphia,3,10.0,9.0,1.35,2.0,4702,2144,196971,220691,38708,38959,123836,74577,28588,87338,,
1904,NGC,MS,63,2274252,New Orleans,2,9.0,10.0,0.0,0.0,2478,2843,192606,208496,27749,37922,127136,81391,25380,77195,,
1881,PCGS,MS,65,2462447,San Francisco,2,10.0,10.0,0.0,0.0,592,1328,190647,210660,18182,33331,119451,70319,25259,77182,,
1880,NGC,AU,58,2093111,New Orleans,1,10.0,10.0,0.0,0.0,3083,1532,175338,221202,32193,35031,118748,85524,29456,83803,,
1891,PCGS,MS,63,2169415,Philadelphia,2,10.0,10.0,0.0,0.0,3921,1843,175637,215938,27897,30821,115340,84455,25601,75875,,
1881,PCGS,MS,67,2437990,San Francisco,1,10.0,10.0,0.0,0.0,1077,2065,184981,207225,20813,35847,119207,76680,25272,74568,,
1892,PCGS,MS,63,2255225,Philadelphia,1,10.0,10.0,0.0,0.0,3662,2839,185532,219348,27581,36403,117796,85096,24284,74160,,
1893,NGC,MS,62,2059613,Philadelphia,3,6.75,5.0,2.3,3.6,3606,1113,218434,185015,31960,31551,125552,47826,34993,74369,,
1888,PCGS,MS,65,1888316,New Orleans,1,10.0,10.0,0.0,0.0,2836,1004,192609,238028,25362,34804,119355,87788,36077,87456,,
1886,PCGS,MS,63,2152012,Philadelphia,3,9.0,5.0,0.0,3.25,6513,4894,187367,252292,41625,56374,105234,83401,25053,98022,,
1881,PCGS,MS,65,2232107,Philadelphia,1,10.0,10.0,0.0,0.0,3402,1642,195773,220132,22420,34350,114356,73290,25677,79839,,
1887,PCGS,MS,67,2392797,Philadelphia,3,8.0,10.0,2.95,0.0,4938,2281,202972,197563,33713,36687,125396,73669,27772,72126,,
1883,NGC-GSA,MS,65,2398998,Carson City,1,10.0,10.0,1.75,0.0,1489,2523,175849,217097,19940,37389,114868,82264,25219,78779,,
1890,PCGS,MS,63,2169385,San Francisco,1,9.0,9.0,0.0,0.0,7229,2168,178990,192617,31783,32042,105315,67191,21296,70751,,
1880,ANACS,MS,63,2177357,Carson City,1,10.0,10.0,0.0,0.0,7199,2136,216565,231831,35513,35872,125475,82244,33809,86760,,
1892,PCGS,MS,63,2287748,Carson City,2,10.0,7.25,0.0,0.65,4104,2780,179354,228327,35091,53383,106243,79653,25150,85830,,
1884,PCGS,MS,67,2291779,Carson City,1,10.0,10.0,0.0,0.0,1096,1437,185954,215567,19730,33386,108510,75210,26445,78636,,
1921,NGC,MS,64,2289657,Denver,2,10.0,10.0,0.0,0.0,2223,1626,216846,248386,29575,37604,124425,86288,25881,82609,,
1900,PCGS,MS,63,2068708,New Orleans,1,10.0,10.0,0.0,0.0,2850,2086,206371,247405,28762,41389,126790,89565,32913,86870,,
1884,PCGS,MS,65,2035629,Carson City,1,10.0,10.0,1.75,0.0,1325,2434,195799,233549,21593,36432,116960,88045,32041,83607,,
1880,PCGS,MS,63,2016251,San Francisco,2,9.0,9.0,1.75,0.0,3294,1560,201691,239081,31759,36126,116180,77674,31812,84050,,
1884,PCGS,MS,65,2295100,Carson City,2,10.0,10.0,2.6,0.0,2935,1690,203580,233615,34096,33398,125827,79518,31832,82720,,
1880,PCGS,MS,63,2241129,San Francisco,2,10.0,9.0,0.0,3.25,5799,5504,179219,244335,33735,49498,112894,85242,26406,89577,,
1885,NGC,MS,65,1853842,Philadelphia,1,10.0,10.0,1.75,0.0,2005,1410,195672,240975,23015,34730,115349,89029,32511,87699,,
1878,PCGS,MS,64,2453872,Philadelphia,1,10.0,10.0,0.0,0.0,1247,1247,191033,224368,20993,33795,120256,80847,25212,80501,,
1883,PCGS,MS,64,2291441,Carson City,1,10.0,10.0,0.0,0.0,3155,1680,181009,187557,29224,31997,103668,69632,25824,71953,,
1899,NGC,MS,62,2399849,San Francisco,2,10.0,10.0,0.0,0.35,2630,2232,201096,226315,28772,39212,130481,85280,28700,81586,,
1896,PCGS,MS,67,2451988,Philadelphia,1,10.0,10.0,0.0,0.35,1911,3026,188703,209572,24560,41305,127127,76514,24721,77384,,
1878,PCGS,MS,63,1883844,Philadelphia,3,9.0,9.0,1.7,0.7,3591,1812,203657,233547,33312,41251,119824,83799,34069,85949,,
1883,NGC,MS,65,2260543,Carson City,3,9.0,10.0,2.3,0.0,13443,2253,240981,179346,62967,33257,127711,46529,43941,68170,,
1885,PCGS,MS,64,2064137,Philadelphia,1,7.0,5.0,1.75,0.0,4595,1952,188420,198603,33587,33575,109600,67194,33941,80451,,
1898,PCGS,MS,67,2408872,Philadelphia,1,10.0,10.0,0.0,0.0,571,1365,188831,218181,17686,36169,125163,80837,28548,86917,,
1897,PCGS,AU,55,2253528,New Orleans,2,10.0,10.0,0.0,0.35,7180,2416,197012,210429,38929,34451,120783,81006,32678,82978,,
1882,NGC,MS,64,2128825,Philadelphia,2,10.0,10.0,1.75,0.0,3535,1963,209931,235993,34265,39644,119782,79656,35058,90870,,
1901,PCGS,MS,65,2296237,New Orleans,1,10.0,10.0,0.0,0.0,3421,2189,220064,223622,36131,37197,131066,84470,33376,81341,,
1882,ANACS,AU,55,2453574,New Orleans,3,9.0,9.0,5.0,1.3,5032,3829,194462,228647,36640,41403,126468,88092,30471,82607,,
1882,PCGS,MS,65,2097798,New Orleans,2,10.0,10.0,1.75,0.0,4202,2900,194090,219308,31777,39866,125103,80435,26570,84077,,
1882,NGC-CAC,MS,66,2273715,San Francisco,3,10.0,10.0,1.65,1.0,4025,1705,213385,216015,42247,43885,128324,80197,34734,78861,,
1888,PCGS,AU,55,1863751,New Orleans,2,10.0,10.0,0.0,0.0,2407,1953,189230,235947,25226,38695,115090,89023,38122,88878,,
1881,ANACS,MS,63,2457003,Philadelphia,1,10.0,10.0,0.0,0.0,2507,2309,178656,213993,23670,35087,114295,83081,28667,81415,,
1884,NGC,MS,62,2093117,New Orleans,3,10.0,10.0,1.75,2.0,7186,8610,185376,240875,45028,65310,120786,83851,32806,95642,,
1882,PCGS,MS,66,2075322,Carson City,1,7.0,7.0,1.75,0.0,3252,2097,161323,189406,29852,35225,100366,65456,30495,78479,,
1878,PCGS,MS,62,2291669,Philadelphia,2,10.0,10.0,0.0,0.0,3573,2517,176848,208419,32276,39607,119217,79169,27693,81525,,
1921,PCGS,MS,63,2044598,Denver,2,10.0,10.0,0.7,0.35,5851,3267,226049,245135,41706,44807,128770,80945,26772,81942,,
1884,NGC,MS,65,2399117,New Orleans,3,9.0,6.0,3.05,1.95,2081,4806,177951,193517,27658,45560,121113,71353,23015,72790,,
1880,PCGS,MS,63,2029155,San Francisco,1,9.0,9.0,0.0,0.0,5387,1554,207990,235374,42453,34479,111593,78019,28381,84388,,
1889,SEGS,MS,63,1861864,Philadelphia,2,10.0,9.0,0.0,0.0,4378,1765,192340,244579,34940,35693,107872,81796,32797,85314,,
1896,PCGS,MS,64,2093101,Philadelphia,1,10.0,10.0,0.0,0.0,1475,1457,181615,210984,21441,34036,118565,82502,27276,78252,,
1883,PCGS,MS,66,2286243,Philadelphia,1,10.0,10.0,0.0,0.0,1810,1295,179048,190429,17978,33715,108817,69470,25073,67951,,
1890,PCGS,MS,64,2289581,New Orleans,1,10.0,10.0,0.0,0.0,2202,2051,204116,247292,26658,42966,128508,85509,33016,98400,,
1921,PCGS,MS,64,2289656,Denver,1,10.0,10.0,0.0,0.0,2158,2608,220164,253334,27133,42439,133822,88960,28350,92682,,
1881,PCGS,MS,67,1879972,Carson City,1,10.0,10.0,1.75,0.0,1209,1404,175602,227129,16050,34885,113440,88079,29518,82605,,
1893,PCGS,MS,64,2087736,Philadelphia,1,10.0,10.0,0.0,0.0,1136,1485,174565,241292,19081,34364,112812,88108,26998,84477,,
1879,PCGS-CAC,MS,65,2078680,San Francisco,1,10.0,10.0,1.75,0.0,4149,1769,188287,241489,31778,36731,115947,89453,28172,87004,,
1880,PCGS,MS,63,2296212,San Francisco,1,10.0,10.0,0.0,0.0,8211,1678,154568,191743,29262,34022,90929,67377,22869,72783,,
1891,PCGS,MS,65,1888294,San Francisco,3,9.0,10.0,0.35,0.0,1899,1218,163991,220301,24486,32979,113612,87086,17873,81237,,
1921,NGC,MS,64,2263150,Philadelphia,1,10.0,9.0,0.0,0.0,4735,2746,188291,188344,29815,34111,115296,67949,24655,69043,,
1879,NGC,AU,55,2032144,San Francisco,1,10.0,9.0,1.75,0.0,7438,3858,214046,221957,32126,44995,125102,81708,38241,86895,,
1898,PCGS,MS,65,2097794,Philadelphia,4,9.0,8.0,3.6,3.25,2251,4673,135361,176200,21940,43587,84678,60112,27369,73383,,
1883,PCGS,MS,63,2068666,Philadelphia,2,10.0,10.0,0.0,0.0,3060,2082,203594,222294,34853,39951,118124,85916,32800,81160,,
1904,PCGS,MS,64,2287673,Philadelphia,1,10.0,10.0,0.0,0.0,2176,2390,198064,227061,26526,37127,123657,82973,25518,75689,,
1898,PCGS,MS,66,2463002,Philadelphia,1,10.0,10.0,0.0,0.0,779,1813,187318,230598,17988,35894,119787,84738,25564,81737,,
1882,PCGS-CAC,MS,65,2279078,San Francisco,1,9.0,9.0,0.0,0.0,4584,1537,195154,214794,36982,38203,104448,61850,30128,81000,,
1878,PCGS,MS,64,2279705,Carson City,1,10.0,10.0,0.0,0.0,2672,3270,154711,175156,22692,37739,108553,69033,17815,65976,,
1885,NGC,MS,62,2247690,San Francisco,2,9.0,9.0,0.0,0.0,3969,2595,140264,190860,25440,40273,97984,73754,20024,67789,,
1889,PCGS,MS,62,2032171,San Francisco,1,10.0,9.0,0.0,0.0,5457,2995,212212,232577,40352,37995,121523,79873,29843,94278,,
1884,NGC,MS,65,2188878,Carson City,1,10.0,10.0,0.0,0.0,2006,2329,179939,236379,21137,36978,113172,88459,29385,80163,,
1891,PCGS,MS,62,2098696,Carson City,1,10.0,10.0,0.0,0.0,3928,1882,187738,235391,35840,35499,118642,88897,28625,80801,,
1885,PCGS,MS,62,2289076,Philadelphia,3,10.0,10.0,1.35,1.35,4137,2579,180119,204317,28682,36395,114780,76937,28902,69815,,
